nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
Supermercados Alimerka,Supermercado,"4,4",339,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Tr.ª de, Av. Compostilla, 36, 24400 Ponferrada, León",Ponferrada,León,https://www.alimerkaonline.es/?utm_source=google&amp;utm_medium=local&amp;utm_campaign=google-local,984 84 95 30,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.164726166167!2d-6.601649603210449!3d42.55179499999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba8c7ca4e0a5%3A0x1bfb0703886c7bc8!2sSupermercados%20Alimerka!5e0!3m2!1ses!2ses!4v1748726034719!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4cppsYkEb86BznSakda9zXel_Ib54Xe7DS1pcEO5fUzRytk5L2BIYVd_0mBi9i4ikL6BQ1EbenjawXmroDqptUP3pww-to_gQC1lkh6l3YC4NQAXuTdMe_ZdkOQAszeLcU85X=w408-h306-k-no,"Supermercados Alimerka, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: El deterioro de las instalaciones deja bastante que desear, no hay una columna entera, las baldosas del suelo rotas... Las cajeras muy amables, en pescadería muy amables, en carnicería hay dos personas pero solo te atienden la chica más joven la otra mujer parece estar puesta por el ayuntamiento y cualquier cosa que preguntes te deriva a la más joven por muy saturada que esté. En general el personal bien, pero las instalaciones señores de Alimerka.... Dejan mucho que desear.."
Supermercados Alimerka,Supermercado,"4,2",348,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Av. la Martina, 8, 24400 Ponferrada, León",Ponferrada,León,https://www.alimerkaonline.es/?utm_source=google&amp;utm_medium=local&amp;utm_campaign=google-local,984 84 95 38,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.45163763836!2d-6.61970160321045!3d42.545702000000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bae4a559beb1%3A0xe70a49ae0c33a755!2sSupermercados%20Alimerka!5e0!3m2!1ses!2ses!4v1748726123545!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_8UkpWrEdUfhQL6FultJfoPunbeLbvDfIRVQoXjBqsf5gnn8xK-yn16nU_xQe0il4kkR-nzuHLibrfXH55mIBeP_YpCN90DOL2hSs1ZXyWgDFtxShrtRbnYoUPs8tAvU7EmyquQ=w426-h240-k-no,"Supermercados Alimerka, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Me gustan las marcas que venden y au gane y pescado es fresco, el único detalle es la mala situación de las cosas, no es nada intuitivo a la hora de buscar."
Supermercados Gadis,Supermercado,"4,2",656,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Calle Dr. Fleming, 20-22, 24402 Ponferrada, León",Ponferrada,León,http://www.gadis.es/,987 45 67 76,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.2695824370167!2d-6.6058928032104465!3d42.54956829999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30baf31e455a7b%3A0xa959ffcda3d1da9e!2sSupermercados%20Gadis!5e0!3m2!1ses!2ses!4v1748726154563!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipNfGFiNpvp8Dsw6vb0CgMHdz2GgxldTu-ftrr_f=w408-h306-k-no,"Supermercados Gadis, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Supermercado con buena variedad de productos y precios bastante asumibles. Destacan especialmente las secciones de frutas, verduras y panadería, siempre con buen género. A veces se generan largas colas y se nota cierta congestión en las…."
TEDi Comercio S.L.U.,Tienda de artículos para el hogar,"3,8",43,"lunes, De 10:00 a 22:00; martes, De 10:00 a 22:00; miércoles, De 10:00 a 22:00; jueves, De 10:00 a 22:00; viernes, De 10:00 a 22:00; sábado, De 10:00 a 22:00; domingo, De 10:00 a 22:00","CC El Rosal, Av. de la Constitución, 2, 24400 Ponferrada, León",Ponferrada,León,https://www.tedi.com/stores/8289/ES/Castilla-y-Le%C3%B3n/Ponferrada/Le%C3%B3n/Avenida-de-la-Constitucion-2,961 36 79 00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2938.9385404036443!2d-6.607819103210449!3d42.55659790000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb2aac3155cf%3A0xc5c195974ab1e79a!2sTEDi%20Comercio%20S.L.U.!5e0!3m2!1ses!2ses!4v1748726099486!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LCWmIzir0Cm8Tx2x7qU3Sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.02115&pitch=0&thumbfov=100,"TEDi Comercio S.L.U., ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Nos encanta ir a esta tienda! siempre que vamos al Rosal entramos! tienen muy buenos precios y surtido muy variado! siempre nos llevamos mucho más de lo que teníamos planeado comprar! las dependientas son agradables. Merche muy maja y sonriente!."
THE KITCHEN SOUL AND FOOD PONFERRADA,Restaurante,"4,6",573,"lunes, Cerrado; martes, De 13:30 a 16:00; miércoles, De 13:30 a 16:00; jueves, De 13:30 a 16:00, De 21:00 a 24:00; viernes, De 13:30 a 16:00, De 21:00 a 24:00; sábado, De 13:30 a 16:00, De 21:00 a 24:00; domingo, De 13:30 a 16:00","C. Eladia Baylina, Bajo 39, 24402 Ponferrada, León",Ponferrada,León,,987 72 22 32,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.435199869571!2d-6.6050828032104745!3d42.54605109999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bbc7c6cda451%3A0xa9372f9923654880!2sTHE%20KITCHEN%20SOUL%20AND%20FOOD%20PONFERRADA!5e0!3m2!1ses!2ses!4v1748725575064!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMCwt-9eW9CdoTWldrauJvT_XTOiyLsNOu8MCkl=w408-h306-k-no,"THE KITCHEN SOUL AND FOOD PONFERRADA, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Qué descubrimiento, el mejor menú por 23 € en Ponferrada: gran variedad, sabor y calidad. Probé el bacalao a la brasa con salsa teriyaki, el arroz meloso de montaña y el tiramisú ha sido el mejor de mi vida. Un 10/10."
VEZTIAL | Restaurante y Cocteleria,Restaurante,"4,7",169,"lunes, De 12:00 a 16:00, De 20:00 a 24:00; martes, Cerrado; miércoles, Cerrado; jueves, De 12:00 a 16:00, De 20:00 a 24:00; viernes, De 12:00 a 16:00, De 20:00 a 24:00; sábado, De 12:00 a 16:00, De 20:00 a 24:00; domingo, De 12:00 a 16:00","Av. de la Constitución, 1, bajo 2a, 24400 Ponferrada, León",Ponferrada,León,https://www.instagram.com/veztial.bar?igsh=MTZvZjAwcGptMnhrdg==,987 83 18 75,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2938.9922006989264!2d-6.607088403210449!3d42.55545849999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb0004d6cb9b%3A0x23291f3ae490226!2sVEZTIAL%20%7C%20Restaurante%20y%20Cocteleria!5e0!3m2!1ses!2ses!4v1748725741845!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWJLAUeYE5K4RrO_Y-o4iKI1z-SmOsjcoa3Xhqu1kRyrV46g5aC2iRCKX-aDEnjJDPTc9U_4SsNZxCYlP96LAu1nitI-BoO9D7kQOPgCqPBYVnrkl7eeJWQOD7pNehPhD6vYzY7A=w408-h506-k-no,"VEZTIAL | Restaurante y Cocteleria, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Excepcional restaurante situado enfrente del CC. El Rosal. Tiene una oferta gastronómica escueta pero directa al grano. Los tequeños están ricos, el queso no muy fundido por dentro; la mayonesa ahumada que lleva muy…."
Vinomio Bar &amp; Botánico,Restaurante,"4,5",707,"lunes, Cerrado; martes, De 14:00 a 16:00, De 21:00 a 23:00; miércoles, De 14:00 a 16:00, De 21:00 a 23:00; jueves, De 14:00 a 16:00, De 21:00 a 23:00; viernes, De 14:00 a 16:00, De 18:00 a 3:00; sábado, De 14:00 a 16:00, De 16:01 a 3:00; domingo, De 14:00 a 16:00","C. Aceiterias, 9, 24401 Ponferrada, León",Ponferrada,León,https://www.instagram.com/vinomioybotanico_ponferrada/,661 78 84 21,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2939.4318143631044!2d-6.59517950321045!3d42.546123000000016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30ba90f9a48b9d%3A0x9696a452d4e13182!2sVinomio%20Bar%20%26%20Bot%C3%A1nico!5e0!3m2!1ses!2ses!4v1748725665111!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2PA04XYt_MLVOYCHqV3--kbVHjKPVL1BQdpsd5WS4jl07oosKXrOLnAn9a_aQAkLHyk3U5UeRzU7kKfTruPulRWmyiuP_FeGqzDt-Nn_vYzGNhd6x9TFvF5Gc49sPGxWjwewFeA=w408-h306-k-no,"Vinomio Bar &amp; Botánico, ubicado en Ponferrada, destaca según sus visitantes por comentarios como: Nos sirvieron rápido y todos los platos muy sabrosos. Muy amables. Si es por la entrada no vas ja ja, luego el restaurante es muy bonito, con corredor y patio en verano.."
Bar restaurante La Estrella,Bar restaurante,"4,3",81,"lunes, De 7:00 a 16:00; martes, De 7:00 a 16:00; miércoles, De 7:00 a 16:00; jueves, De 7:00 a 16:00; viernes, De 7:00 a 16:00, De 19:30 a 23:00; sábado, De 10:00 a 16:00, De 19:30 a 23:00; domingo, Cerrado","C. el Medio, 112, 24416 Santo Tomás de las Ollas, León",Santo Tomás de las Ollas,León,,887 88 03 27,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2938.8984239348206!2d-6.58281250321045!3d42.5574497!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bbeecebdbbcb%3A0x764e728661d561f3!2sBar%20restaurante%20La%20Estrella!5e0!3m2!1ses!2ses!4v1748726164503!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipNgKqNOYsne8igd03cyMK9V_XpBEo2-GA1rsVuB=w426-h240-k-no,"Bar restaurante La Estrella, ubicado en Santo Tomás de las Ollas, destaca según sus visitantes por comentarios como: Buen lugar para parar a comer un menú del día. Es el típico restaurante de polígono donde van a comer los trabajadores con servicio amable y profesional. La comida estaba buena, los segundos platos muy ricos, el salmorejo en mi opinión demasiado líquido, pero es la única pega que le pongo.."
TETERIA,Cafetería,"4,9",31,,"C. Toral, 779Q, 24448 Toral de Merayo, León",Toral de Merayo,León,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2940.4474940085465!2d-6.636398803210448!3d42.524547999999996!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bbdd10792c5d%3A0xcb269daa846b15fa!2sTETERIA!5e0!3m2!1ses!2ses!4v1748725558064!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvpk87IeZHSM3c1bsI0yMcUvHzOZR9cGmb0RtCiDgvkcaHc5_WVElIxTBSsXUkuCItg199ehLT6EXlf-qe7Pymmb1gwZFvf07cYsAzcwhU7_Nd2amwB0iB5C4mAkv1h9_9Yg2w=w408-h725-k-no,"TETERIA, ubicado en Toral de Merayo, destaca según sus visitantes por comentarios como: Sin duda el lugar que mas me gustó de todo mi viaje por el Bierzo. El ambiente es impresionante y cuando mas te vas fijando en el lugar mas detalles mas encontrando. El detalle de que haya mesas donde refrescar los pies mientras te tomas un…."
Tetería Filandón Ciclón,Cafetería,"4,7",508,"lunes, De 16:00 a 22:00; martes, De 16:00 a 22:00; miércoles, De 16:00 a 22:00; jueves, De 16:00 a 22:00; viernes, De 16:00 a 22:00; sábado, De 16:00 a 22:00; domingo, De 16:00 a 22:00","C. Toral, 834, 24448 Toral de Merayo, León",Toral de Merayo,León,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2940.458149961487!2d-6.63613080321045!3d42.52432160000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30bb2fdcf885f5%3A0x1f61fa237eec70a9!2zVGV0ZXLDrWEgRmlsYW5kw7NuIENpY2zDs24!5e0!3m2!1ses!2ses!4v1748725690138!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4wdK53kWauJMbP7YY-TvvnaEY0i86B7zHF7ywe3lh6QIpy0fXtvMt9m3iefaOA8IJvFduQX18RBjuRT5xQ9hcZe3ssti3JVcP-HgqhOlZUQlcTUMNLg9EccIsAnc3Cr0wtDtt=w408-h306-k-no,"Tetería Filandón Ciclón, ubicado en Toral de Merayo, destaca según sus visitantes por comentarios como: Un ambiente libre y creativo. Es uno de mis rincones favoritos de El Bierzo y de mi mascota Leidi. Té y crepes espectaculares. Voy muy a menudo, hoy hemos tenido un día especial dedicado a África. El entorno es precioso y el personal excelente. A pesar de que llevo 5 años visitándolo siempre pensé que solo abrían en verano. Este 2022 nos hemos adelantado 2 meses para su inauguración. Abre desde Semana Santa. Abrimos julio con comida y cena africana. Las últimas veces que he estado he podido comprar ropa de segunda mano o low cost.."
El Reguero Moro,Restaurante de cocina española,"4,3",920,"lunes, De 13:00 a 16:00; martes, Cerrado; miércoles, Cerrado; jueves, De 13:00 a 16:00; viernes, De 13:00 a 16:00, De 20:30 a 23:00; sábado, De 13:00 a 16:00, De 20:30 a 23:00; domingo, De 13:00 a 16:00","Travesía Camino Antiguo de Villoria, S/N, 24358 Villoria de Órbigo, León",Villoria de Órbigo,León,https://www.elregueromoro.com/,650 95 53 15,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2945.1497068014464!2d-5.884847203210448!3d42.424548200000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd377d24b540d9b3%3A0xe52582f8ca81b3a7!2sEl%20Reguero%20Moro!5e0!3m2!1ses!2ses!4v1748726508891!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyurJt7iKlwyn4jLJ70Kg0KtWTEwsnlRhR-ZSTEdPn6PJScV3rCTdc85pJFaUR9hFboAM7QuJAehwCbV_rxYrQfFsbo98Mxqv17s_vs4cH0746qN9mJSgnLmR0-E5PZGQrtvf5Qw=w408-h306-k-no,"El Reguero Moro, ubicado en Villoria de Órbigo, destaca según sus visitantes por comentarios como: Muy buen restaurante en un entorno precioso. Es una maravilla lo cuidado que está todo, desde la parte del molino, con su jardín, terraza, balcón y espacios exteriores en general hasta la parte de dentro, una casa tradicional con todos sus detalles. La comida está buena en general y la experiencia del menú calçots es muy recomendable. Hay que tener en cuenta que es un producto estacional y que lo traen directamente de su tierra de origen con IGP. Embutido de entrante, calçtos con todo su ritual y después carnes y postres a elegir a un precio fijo. El servicio fue bueno y amable. Muy recomendable.."
Amorino Gelato - Madrid El Corte Inglés Callao,Heladería,"4,4",619,"lunes, De 10:00 a 23:00; martes, De 10:00 a 23:00; miércoles, De 10:00 a 23:00; jueves, De 10:00 a 24:00; viernes, De 10:00 a 1:00; sábado, De 10:00 a 1:00; domingo, De 11:00 a 24:00","Planta 9 Corte Ingles Callao, Pl. del Callao, 2, 28013 Madrid",Madrid,Madrid,http://www.amorino.com/es?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=mybusiness-products,915 31 37 34,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.520362775085!2d-3.709903503210463!3d40.419475100000014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42287c53981db1%3A0x64f767f08bf9a906!2sAmorino%20Gelato%20-%20Madrid%20El%20Corte%20Ingl%C3%A9s%20Callao!5e0!3m2!1ses!2ses!4v1748728993554!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrl2_wvI26Rp2cawimq1OtJLtZzC34rT7UXayoWskM91a0C03nFwxJHvts2IEQkK1vSInglPZOoQSghlMVj78i5KiIebdiuakitcK30cZxVFsQHgUOspA14vPLk3I95ZCTzsrKP=w408-h544-k-no,"Amorino Gelato - Madrid El Corte Inglés Callao, ubicado en Madrid, destaca según sus visitantes por comentarios como: El personal muy atento, la chica que prepara el helado muy amable, los helados exquisitos, así como la presentación. El ambiente aunque un poco lleno es agradable. El lugar tiene vistas espectaculares de uno de los puntos neurálgicos de la ciudad de Madrid. Hora recomendada para ir: al atardecer.."
Crêperie La Rue,Crepería,"4,3",2854,"lunes, De 10:00 a 24:00; martes, De 10:00 a 24:00; miércoles, De 10:00 a 24:00; jueves, De 10:00 a 24:00; viernes, De 10:00 a 0:30; sábado, De 10:00 a 0:30; domingo, De 10:00 a 23:30","C. de Colón, 14, Centro, 28004 Madrid",Madrid,Madrid,http://creperielarue.com/,911 89 70 87,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.2459546573878!2d-3.7068863032104495!3d40.425552400000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42286281573997%3A0x45075764311d108f!2sCr%C3%AAperie%20La%20Rue!5e0!3m2!1ses!2ses!4v1748728874666!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdg9Zx8wK1_5n3S0gWwi4is1CerNUJAa3ZzWORiPEIzKwiiLO9inYLDHu46r1mDyo5hCOb7xegGtvA5n9RQc5_lCjS6tBJDg3CmLLwwcgvT7hGbw19AU-1wx7RMWdwC7avlh1EQg=w408-h397-k-no,"Crêperie La Rue, ubicado en Madrid, destaca según sus visitantes por comentarios como: Nos topamos por casualidad con esta crepería buscando desayunos (no sale en Maps si escribes &quot;desayuno&quot;!!), y la verdad es que nos encantó. Un ambiente cálido, agradable y tranquilo. La comida y cafés que pedimos también estaban muy buenos. Y los dos chicos que llevan las mesas son super agradables y atentos. Muy buena sorpresa :)."
Creperie Ma Bretagne,Crepería,"4,4",876,"lunes, Cerrado; martes, De 19:30 a 24:00; miércoles, De 19:30 a 24:00; jueves, De 19:30 a 24:00; viernes, De 19:30 a 1:00; sábado, De 13:30 a 1:00; domingo, De 13:30 a 0:30","C. de San Vicente Ferrer, 9, Centro, 28004 Madrid",Madrid,Madrid,,915 31 77 74,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.2459546573878!2d-3.7068863032104495!3d40.425552400000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42288833207e35%3A0x909cab00776c8f71!2sCreperie%20Ma%20Bretagne!5e0!3m2!1ses!2ses!4v1748728862352!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1JgF-0xVudd54UK5OF--q56BxgIWEOYhXwbDTiVcBIJE6Ol2aWsEWFPwVHUbAWhnY4I99sShOQxXAKNwhrbevtD1Y0vtyguDBwRkFTKNGAY9s8EMhb9tgPyI8VLryF34mmBYY=w408-h306-k-no,"Creperie Ma Bretagne, ubicado en Madrid, destaca según sus visitantes por comentarios como: Calidad precio está bastante bien. Tienen opciones sin gluten. Pedimos la hamburguesa, que llevaba pisto, carne, huevo… la círculo polar con gambas, salmón y huevo. Y la musaka que lleva a berenjena, carne, bechamel… en general, estaban todas muy ricas y llenan bastante. De postre pedimos una de chocolate con plátano que, a mí personalmente me pareció más sosa. Hay opciones para intolerantes al gluten, tipo gallete. El servicio muy majo y muy atento, además atienden bastante rápido.."
Crepier madrid,Crepería,5,134,"lunes, De 16:00 a 22:30; martes, De 16:00 a 22:30; miércoles, De 16:00 a 22:30; jueves, De 16:00 a 22:30; viernes, De 16:00 a 22:30; sábado, De 16:00 a 22:30; domingo, De 16:00 a 22:30","C. de Sarria, 2, Fuencarral-El Pardo, 28029 Madrid",Madrid,Madrid,,624 24 77 19,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3035.066749040209!2d-3.7185036032104493!3d40.47378829999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4229005681923b%3A0x34dc38af9f856ddd!2sCrepier%20madrid!5e0!3m2!1ses!2ses!4v1748728887534!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nruH1tvpOpZPU85DLxIvaf-aDWdeYK-Vfe5osR_GautaSEQPUkJa1qcDBf2ts0ApgcAP1ZJqCtF4rQSTiAn-P6u3NVl9hEwkGWWRdHgOzO9tG3NitEUQbH0lmSIswxKVOxK9sKX=w408-h544-k-no,"Crepier madrid, ubicado en Madrid, destaca según sus visitantes por comentarios como: ⭐⭐⭐⭐⭐ Estuve con unos amigos y  una experiencia increíble de principio a fin! Probé un waffle con topping de fresa y banana con dulce de leche, y cada bocado fue una delicia. La combinación de sabores y la textura crujiente por fuera y suave por dentro lo hicieron perfecto. También disfruté de la tarta de Romeo y Julieta con crema de guayaba, una explosión de sabor única que recomiendo sin dudar. Además, los crepes son espectaculares, con una masa perfecta y rellenos generosos que conquistan el paladar. Y el café… ¡el mejor que he tomado en mi vida! Para completar, una  dedicación y una atención excepcional.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
CultCafe,Crepería,"4,3",65,"lunes, De 13:00 a 24:00; martes, De 13:00 a 24:00; miércoles, De 13:00 a 24:00; jueves, De 13:00 a 24:00; viernes, De 13:00 a 1:00; sábado, De 13:00 a 1:00; domingo, De 13:00 a 24:00","Mercado SanIIdelfonso, Calle de Fuencarral, 57, Centro, 28004 Madrid",Madrid,Madrid,,602 64 87 87,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.307451452082!2d-3.70553990321045!3d40.4241905!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42288866be0f79%3A0xbce927cb72fe7d5a!2sCultCafe!5e0!3m2!1ses!2ses!4v1748728899173!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPCISDmFzXxHl_yYZ6W7uuo5vDTbIGHpV-4R28i=w408-h408-k-no,"CultCafe, ubicado en Madrid, destaca según sus visitantes por comentarios como: Este lugar dentro del mercado de san idelfonso es de lo mejor, comí unas crepas de champiñones con pollo y queso, son bastante grandes, también comimos un surtido de tapas, en general todo está delicioso. Lo recomiendo ampliamente."
L&apos;Art Creperie,Crepería,"3,6",306,"lunes, De 14:00 a 1:00; martes, De 14:00 a 1:00; miércoles, De 14:00 a 1:00; jueves, De 14:00 a 1:00; viernes, De 14:00 a 1:00; sábado, De 14:00 a 1:00; domingo, De 14:00 a 1:00","C. de Martín de los Heros, 5, Moncloa - Aravaca, 28008 Madrid",Madrid,Madrid,,915 47 52 28,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.3098717328626!2d-3.7182689032104497!3d40.42413690000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42286f8bab6679%3A0x7d932688ca14e2a7!2sL&#39;Art%20Creperie!5e0!3m2!1ses!2ses!4v1748728919984!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1HuCLPoq4nIKwKxQXQ5GByYzQXfLfh-LzuquNWdSTp6IZCv46KzkiBlANYVHKiv-R3rQxvrBMqrEXSL4yJCIi_l4Frkx5s6ac07sznyvoTFs41nwHSU4G3MVfD6PmgRqXYGg=w426-h240-k-no,"L&apos;Art Creperie, ubicado en Madrid, destaca según sus visitantes por comentarios como: La terraza es fenomenal, tan cerca del lío de Plaza España y ahí puedes disfrutar de una tranquilidad increíble. Precios asequibles para la zona y muy buen trato. Jenni siempre nos atiende con mucha amabilidad. Ay, la ración de falafel es mi preferida!."
